atributo_0,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,atributo_9,atributo_10,atributo_11,atributo_12,atributo_13,atributo_14,clase
0.8893417574766387,-0.6414113834189431,-3.0097513808620953,-0.34504049914767054,-1.9282657139936341,-1.0443988484578126,0.10197278385119035,-2.0966230761496774,2.1849591090480653,-3.0104442663204343,,1.371288244845345,-0.34885815577357493,5.954129472425827,-0.6809958863356358,1.0
0.4004043376429877,0.13410606522365578,0.2048228193971622,-1.1891223947686986,1.9830343126026673,-0.33502092386741483,-0.1530497164998621,-0.48567261047781995,2.652766106922953,-0.21834164670241663,0.5946265774885277,0.020486095670475768,-1.693588131343235,,-0.34886094811174706,1.0
0.16281258206470778,-0.04900888273910334,-5.687173189136331,3.2949210495934973,-0.8284086235286969,1.0432459456954122,-1.644601282663666,0.22965364956946677,0.8158919256886463,-3.368128428836113,,2.499356907059842,1.0529068263136179,0.9128772803854316,-0.32668712429823077,0.0
0.029062170422353928,1.0364118456990796,-1.818754874898348,-1.4904956704042684,0.9387024522742794,-1.231290813505703,2.183156493499605,-1.861842144649573,1.9695036032836992,1.1505641335261108,,-2.601819457480053,1.337056117694758,-0.41420932267330157,-1.8435680351421018,1.0
-1.4632367683742253,0.8858812640045411,1.0314756608452258,-2.0981039658017,-1.1598638718791758,0.5002727136628633,2.9996519136689264,-3.6100957552313138,,0.027013587742153122,-1.166125374076957,-1.0750271952980839,-3.485795189160878,7.812909621136844,2.9468619296956478,1.0
-1.1670493381048213,0.700748152272277,5.969916961638431,2.0048793509607834,-5.181472180126079,0.2327821378223684,1.2649474449450573,0.13332455686347222,-2.545609983525245,1.831003867186254,1.0841630951391976,-1.0112862212538594,-3.4861354076244453,1.515392920213888,-2.8209191829446283,0.0
0.8205231741168925,1.449921987213716,,1.6238924494768794,,-0.2274753303706493,-2.844013583780673,-0.9158999760476754,2.4607528997435817,-2.851478936657692,0.3602277812252678,0.15826732117342857,0.3288479175817969,1.1872487260021491,-1.116753155618352,1.0
-2.2911278410188403,1.7659151869812217,-5.326533905774556,2.0754273641235748,0.8098379494624134,-1.1869130236868168,-1.136517059698259,-3.1135811787921908,1.1045324321520744,-2.686052838367905,-1.0730775592177797,0.6937442601909628,-0.6244132730549228,0.6757153229522845,0.21254983488968282,0.0
,-1.4318445644154327,-0.3471296147730369,-0.6916719421811679,2.121348077514843,-0.9290044769995157,4.893094127153287,-0.09468859099338056,-1.13168562699554,3.642684298749429,0.8672437420409477,-3.0554198599918427,0.9271942059969944,-3.589434770144597,-3.079934895649812,1.0
-0.6093340581639196,,4.646696524288714,0.619514573091374,-4.836368115089021,0.8086535638794032,0.6062631849672071,0.8589513655204599,1.2894079894157273,2.164360490233021,1.5428945955790372,0.7998198817561091,-0.5061899703349824,3.20846928621703,-1.0744938477235926,0.0
0.7742651939570319,-0.2916133499700242,-7.173500742521991,1.8101890650252073,3.767711450139603,0.36568355412909376,-0.6027734743495328,0.957343562512387,,0.4338850284873874,2.116117915065181,,3.358209970773835,-3.87489107544616,-0.43944603252332715,0.0
0.5060471083112706,-1.0084756575192066,-6.814430965423902,-0.06502469615971651,2.8665502460886616,0.2489201590148274,-0.05312012306897451,1.6300996110741828,-2.6118363540833633,0.13153836056107981,4.546907201121343,0.5547279901016376,3.4888004722004133,0.22750643218789576,1.4661605005118121,0.0
-1.0374944069814698,-0.12053832146036865,2.549209601190349,-1.2915823416391197,0.444154291589377,-0.40190659620475905,0.2768238840312507,-0.6989349864763252,-2.4554781360736726,-0.5544917233214892,-3.671062628690822,1.0067855970018023,-1.0923398941403093,,0.023762288383512242,0.0
,-1.340062402128836,-2.9873452842368255,-3.497226213195069,2.855638865006851,0.6146369732727257,1.1106315309091985,0.2859764054350069,-3.3431999726986468,0.32269713173528003,1.7294974728549253,0.2465619255246002,3.2735403496888593,3.167715501270477,1.222679557025415,0.0
-0.2871344923897845,0.7283266282244131,3.671176680367777,-0.5112770487656211,-1.409001494973092,-0.03284982537641447,-0.6269900121725784,1.3249700918505591,-2.500905793090603,-0.2771076941993784,0.7639318151969007,2.6887122995794104,-2.0024587555037003,,-1.6619219946127077,1.0
0.20753749153526455,-1.4663624489179785,-6.417576420712529,5.123722551816538,,0.8581598121513199,-1.1562662767925023,1.1450939197075884,1.9122543232000915,5.032453830633402,3.006091781257097,-2.0846457657895234,2.054656386040686,-11.017362291261616,1.0709871579119863,0.0
0.07663574592613409,-1.0249158185892722,-2.1768502530646927,-1.8766253315682249,2.3338270565592287,0.04001268401377419,4.437416364953213,-1.020948799826014,0.5691715627521189,1.8880851135679726,1.9963292510973183,-1.3966737730403085,1.2540971408813868,-0.6050569883597013,-3.3399008219908333,1.0
1.0133448692201756,2.255081899582057,-2.5382504704456217,-0.14691893973197456,-0.05799171269744807,-0.3674645624096362,-0.13951306121449925,1.894307619694485,-4.085690149212419,-1.2369129030955046,3.989295430550872,2.976924391244734,0.4581857075978406,,-0.18034064363629265,1.0
-2.01449099994346,0.3732483154106097,,,0.8613352238703063,-0.303177822826214,4.961038325211713,-0.4967172753366629,1.1241869811870668,-0.6522297027865187,3.107545366144962,0.42125309872346817,-0.4140836528855928,3.0535456747833405,-1.8883408672912445,1.0
-1.165527632051237,-0.4045712879201187,-3.969093094397351,-1.0622909695145617,-0.5185812251159744,0.9078632234401853,0.8054702608505491,-2.1558988627551567,,-3.347835392495366,2.88033878705318,1.8631036033563817,-1.400893766491648,7.250818331728363,0.07847264767745066,1.0
2.651979709898847,-0.4071836999531551,4.709875205623565,-0.19350077243570185,0.4609638236334671,-0.38977392777412045,1.440336949981295,2.5884207911376436,-2.9367507581413275,4.827842483644769,2.3903222678578464,-6.49141189871178,,-8.237914043544142,,
0.597486245344554,-1.3607834733201392,3.385889103253791,1.9935851519897603,-0.17773024434014062,-0.4472638052515313,-0.27085538720461133,-0.16401986619893227,-3.2116200551818754,-0.45815837122280434,-2.7213729920273972,,-3.8057417516018384,-4.077779064914363,-2.2594143645416676,0.0
0.16039925571909053,-0.059901775588143746,0.7595146589078127,-0.7356462207552076,,1.5689886651075904,-0.11234780216573559,-0.6330874537667603,2.634118152760733,0.08670691202907599,1.8147704095607504,-3.2709523675476686,0.0005206805815745064,-2.3233313599248544,-0.9895140687473596,1.0
-0.8464735164719183,-1.854129876389647,-6.308111049946367,,1.4187526459960442,-0.7581755284164481,-1.1621243090504418,-1.8419356242822333,-3.3484927201788732,,1.1596002526061615,2.3156562554322964,0.3156559405378696,0.21852291568465523,-1.5171397912413016,0.0
1.5183465832046172,-1.650441075736457,-4.8671783569785045,-3.7831181606122968,3.2392838223699933,1.5054712941812256,-1.35637877106559,-0.826377713444977,1.5566077893797892,-0.8688224882151996,1.1304842195971363,0.7955146881625846,4.753477410605932,3.0266720240980924,2.952500020267056,0.0
0.562617076542331,-0.1349006336742124,-1.5654444804657048,1.851559554846364,-0.4109281509083009,-0.35194644924072105,0.7373183087007505,,-3.233931373833079,-0.8590277873636276,-0.6724909742876986,3.714793006565972,-0.21390274689262467,2.5019108721744394,0.22504681870909538,1.0
-1.5349149047616346,-0.2928821938372841,-5.550583141784285,0.13754422674697198,2.7812413203152015,0.06477091088301244,-1.0229357962555536,-1.9925781948761245,2.507808327940113,-0.4856658691196267,-0.6933710510948805,0.5386506314309184,2.3422812778741706,-0.7130966795070544,1.3952933349026209,0.0
0.46658028772407095,2.088529918330076,5.171951478270384,-0.12551872210757642,-3.216642868256033,-0.7089037539731958,0.41274762932958176,0.015021065766375186,-1.6492629369757719,-0.3715492299148937,-1.826672496561005,-0.1133517801996029,-2.0566340266178056,2.3093445874709846,-1.0119363608837455,0.0
-0.010962741934555565,-1.2153571027301293,-5.140935750722146,-0.7500683692131946,1.2876772578144526,-2.073988359530137,-2.723212424920841,-0.7999222680003678,,-1.1098938405525909,3.2313610014728,3.164782665582019,2.072653670670276,4.017747235214281,1.6835453776585942,0.0
-1.6296284642712726,-1.0091236816872737,1.7158476571125278,-0.35314080812304605,2.3326889076953456,1.0347292327456747,,0.7813728453814822,,0.14694890828712326,-0.2830062286127064,1.3392975772125992,-3.49015212954572,-2.8230492239888925,1.4983449341254285,1.0
0.030045681548087302,-0.9107197890777017,-0.7439540476770119,-1.482652043207936,2.498548205030425,-0.674709873782409,,-0.12683537050139138,0.7498652467406028,0.2240533485594749,1.8989673174261807,-0.9617343549885043,-0.8397311074579329,-2.083364190581378,-0.8534204020950245,1.0
